tweets,y_true,y_pred,y_pred_2
what pisces is on there not true,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
that mf in my group and we got a presentation tomorrow,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
real live was just sleepin good now im just up,person_facepalming,folded_hands,person_facepalming
i wanna go on a date man,weary_face,weary_face,person_facepalming
animals never fail to amaze me i went to the zoo today and the gorilla noticed my eyelashes,weary_face,weary_face,person_facepalming
prey for your life,folded_hands,folded_hands,rolling_on_the_floor_laughing
weddings up and down allah ya nuna mana namu,folded_hands,folded_hands,person_facepalming
shit was rolling unc,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
thank you and wish you the same sir,folded_hands,folded_hands,weary_face
chief keef lost capo his cousin blood money and now fredo santana all in 4 years stay strong,folded_hands,folded_hands,thinking_face
i just dont feel famous enough to tweet,thinking_face,person_facepalming,rolling_on_the_floor_laughing
wanted to try sumn new,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
my baby gotta get surgery friday,weary_face,person_facepalming,rolling_on_the_floor_laughing
jayde is theee cutest shes doing hair tutorials my heart,weary_face,weary_face,person_facepalming
is cum a turn on for girls or is it just a thing these are the important questions in my mind at 3am,thinking_face,thinking_face,person_facepalming
i just have to convince him to audition for american idol but how,thinking_face,person_facepalming,rolling_on_the_floor_laughing
everytime i here krippy kush i just remember karina throwing it back and eating shit,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
whos mans is this,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
this cup is cut like the munis,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
im to lazy to pack my bags for the weekend,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
imagine thinking there are four corners in the nfl better than chris harris jr and aqib talib,thinking_face,thinking_face,rolling_on_the_floor_laughing
another hour its january 14 2018 at 0701amwe should vote for inreallife,folded_hands,person_facepalming,thinking_face
come to dallas,folded_hands,rolling_on_the_floor_laughing,person_facepalming
who was better martin amp gina or michael amp gina,thinking_face,thinking_face,rolling_on_the_floor_laughing
stop hitting them up first and see how much yall talk,thinking_face,thinking_face,person_facepalming
when your ex asks if youve been seeing anyone else since you split,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
maknae line let jin live challenge failed,weary_face,rolling_on_the_floor_laughing,folded_hands
im ready for a boyfriend lol,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
sungwoon made woojin sing but then he laughed when woojin sang so woojin came over and hit sungwoon for revenge,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,weary_face
now this is a frontal,weary_face,rolling_on_the_floor_laughing,person_facepalming
this too funny wyd honestly,weary_face,rolling_on_the_floor_laughing,person_facepalming
the kardash did got me hooked on saying it now i m here,person_facepalming,person_facepalming,weary_face
happy birthday to selena quintanilla she would have turned 47 today,folded_hands,folded_hands,weary_face
sawasdee ka wassup thailand dara ka,folded_hands,folded_hands,rolling_on_the_floor_laughing
me realizing im actually fat lmao the smack in the end,weary_face,weary_face,person_facepalming
this microbiology class mutt,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
niggas post rise and grind then go back to sleep,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,folded_hands
can dinner hit big please,weary_face,rolling_on_the_floor_laughing,folded_hands
my gf always trynna be bold,weary_face,rolling_on_the_floor_laughing,person_facepalming
constantly thanking god,folded_hands,rolling_on_the_floor_laughing,folded_hands
these past 3 snow days have been a blessing,folded_hands,person_facepalming,rolling_on_the_floor_laughing
i cant wait to be a mom,weary_face,weary_face,person_facepalming
i have news for you then sis hahaha this bit is orange though,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
rt this and in 5 minutes good luck will come,folded_hands,folded_hands,rolling_on_the_floor_laughing
just admiring my tinks puffs,weary_face,rolling_on_the_floor_laughing,person_facepalming
r e d f r i d a y remember everyone deployed until they all come home,folded_hands,folded_hands,rolling_on_the_floor_laughing
theme song be bum bum tam tam,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
the fact that im able to have my rent paid and groceries before im officially moved in is a blessing and im so excited,folded_hands,folded_hands,weary_face
whos,thinking_face,rolling_on_the_floor_laughing,person_facepalming
this needs 1000 signatures if you could please sign share rt and spread the word on it,folded_hands,folded_hands,thinking_face
harris j please let her to meet you in birmingham,folded_hands,folded_hands,weary_face
if you not having sex today retweet,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
when you start thinking about someone you really shouldnt be thinking about,person_facepalming,thinking_face,person_facepalming
like fuck im suppose to be scary like shaggy and scooby doo,rolling_on_the_floor_laughing,person_facepalming,rolling_on_the_floor_laughing
montrose casuals spotted on high street,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
ion know how yall do that 95 shit,thinking_face,rolling_on_the_floor_laughing,person_facepalming
havent danced since i graduated high school but you know i had to for the wgang,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
sure maybe but the team is still empty on the official roster lock website at the minute so,thinking_face,thinking_face,rolling_on_the_floor_laughing
hayi mtn this is ridiculous,weary_face,rolling_on_the_floor_laughing,person_facepalming
mood need to be fucked in both holes like this,weary_face,person_facepalming,rolling_on_the_floor_laughing
dont dye it matter of fact yea dye it pink,thinking_face,person_facepalming,rolling_on_the_floor_laughing
i be letting so much get to me,weary_face,person_facepalming,weary_face
i pray that whoever reads this god heals whatever is hurting you rt for someone else,folded_hands,folded_hands,weary_face
am i getting older and my natural instict is to be more selective as to new friends idk abt that,thinking_face,thinking_face,person_facepalming
dem be hurting you leave no evidence behind you,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
the day farrah gets married is when pigs can fly,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,folded_hands
come on man do the decent thing and please somehow get the machine back to this little girl,folded_hands,folded_hands,person_facepalming
thankful to receive a basketball scholarship offer from bluefield state,folded_hands,folded_hands,weary_face
dont just know where to goand where to look weak me,rolling_on_the_floor_laughing,thinking_face,rolling_on_the_floor_laughing
i love when girls tell me im pretty,weary_face,rolling_on_the_floor_laughing,person_facepalming
go report slayxqueenerika,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
how can you say you love me if you dont pray for me,thinking_face,folded_hands,thinking_face
so i surprised my girlfriend with one of her gifts and a balloon after class today look what i get,person_facepalming,person_facepalming,weary_face
god is great,folded_hands,rolling_on_the_floor_laughing,folded_hands
i needa start distancing myself,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
im tipsy and i miss you by webbie came on,weary_face,person_facepalming,rolling_on_the_floor_laughing
just saw some shit i really dont even know how to take,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
i never had any confidence and i hated the way i looked,weary_face,weary_face,person_facepalming
freedom isnt free our land grows great with unity unite as,folded_hands,folded_hands,thinking_face
id love to meet ya there have to bribe my chauffeur some how,thinking_face,rolling_on_the_floor_laughing,folded_hands
pray for me,folded_hands,folded_hands,person_facepalming
i dont know where to even start with this one,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
deadass but the question iswho is going to be the next face of the nba who will take lebron place,thinking_face,thinking_face,person_facepalming
ngl it would b lit,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
ill make you mad just to see ya true colors,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
please help man needs his boat,folded_hands,folded_hands,weary_face
it takes a lot to get people out of their houses ne,rolling_on_the_floor_laughing,person_facepalming,thinking_face
mexican familyhe knew what was comin,weary_face,weary_face,rolling_on_the_floor_laughing
its my first time doing this please help broke army like me,folded_hands,folded_hands,weary_face
second anniversary of solo,folded_hands,rolling_on_the_floor_laughing,person_facepalming
all love and respect young king good luck with the draft and do work at the next level,folded_hands,folded_hands,weary_face
ive seen the tweet yall quick to tell ppl mcdonalds is unhealthy sis what about that relationship you in,thinking_face,thinking_face,person_facepalming
yall colorado is just way too small,rolling_on_the_floor_laughing,person_facepalming,thinking_face
someone come skisnowboard with me,folded_hands,rolling_on_the_floor_laughing,person_facepalming
ive had meetings all afternoon and i have another 4,weary_face,person_facepalming,weary_face
please help man needs his boat,folded_hands,folded_hands,weary_face
deadasss bunch of pillow talkin cornballs,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
theee cutesttt video i have seen in recent times the power of simplicity love it,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
if you see this tweet and you are a directioner and a larrie then please retweet it thank you,folded_hands,folded_hands,weary_face
i never had any confidence and i hated the way i looked,weary_face,weary_face,person_facepalming
cant never get an full compliment,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
please help rt i do rt x rt help me get my first lightstick,folded_hands,folded_hands,weary_face
the first part is hilarious,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
my kids are on ten omg calling an mid mother in distress,weary_face,person_facepalming,rolling_on_the_floor_laughing
yall will have 4000 followers on instagram but will only get 19 likes on a picture,thinking_face,thinking_face,person_facepalming
i believe this wholeheartedly,folded_hands,rolling_on_the_floor_laughing,person_facepalming
my niggah im sick of this nigga and his neo soul hoe shit he be playing every got damn week,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
dont play with me because ill act like i never met you im sorry but who are you i dont believe i know who you are,thinking_face,thinking_face,rolling_on_the_floor_laughing
i simply asked him to kill the bug,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
idk why im up i gotta wake up early af tmo,person_facepalming,person_facepalming,weary_face
me dient muy betty,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
cant believe its a whole year since aquindae been gone,weary_face,person_facepalming,weary_face
i always suspected he batted our way you know,thinking_face,folded_hands,rolling_on_the_floor_laughing
when monique took her foot off of lenards neck for a second and gave angela yee a piece,weary_face,weary_face,person_facepalming
anyone else find it kinda suspicious that drake got a 1m video budget in 2018,thinking_face,thinking_face,rolling_on_the_floor_laughing
but you notice their fake friends and then youre wrong,rolling_on_the_floor_laughing,thinking_face,person_facepalming
thala ethukuni ivvala garvanga cheptunnamwe are boss fans,folded_hands,folded_hands,weary_face
god always keeps his people safe,folded_hands,folded_hands,person_facepalming
do yall like the name idark,thinking_face,rolling_on_the_floor_laughing,person_facepalming
youre just my understudy waiting for something to happen to me so you can try and play my part,rolling_on_the_floor_laughing,thinking_face,weary_face
i wish i was stupid thiccc but im just fckin stupid,weary_face,weary_face,folded_hands
today it s my birthday and the best gift i could think of is reaching 100 day sober,folded_hands,folded_hands,weary_face
is she going to be fired as tillerson,thinking_face,rolling_on_the_floor_laughing,person_facepalming
seen this on a gals whatsapp status with the caption we love chocolate but this is burning charcoal,rolling_on_the_floor_laughing,thinking_face,rolling_on_the_floor_laughing
i want my relationship with god to become closer and stronger,folded_hands,folded_hands,weary_face
its so difficult to decide whether to watch one episode at a time or wait and binge,thinking_face,thinking_face,person_facepalming
thanks for the reminder,folded_hands,folded_hands,rolling_on_the_floor_laughing
aw my god what i would do for a chinese from literally anywhere in derry now,weary_face,weary_face,person_facepalming
i just wanna make album covers,weary_face,person_facepalming,rolling_on_the_floor_laughing
and this is the cutiest and i am the boy behind,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
can you say hi to me,folded_hands,rolling_on_the_floor_laughing,folded_hands
i loveee feeling appreciated,weary_face,rolling_on_the_floor_laughing,folded_hands
i said he didnt play for them,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
steamed seafood would be great right now,weary_face,person_facepalming,weary_face
im such a shoe fanatic,weary_face,rolling_on_the_floor_laughing,person_facepalming
cavs locker room after the trade deadline,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
monero xmr price 31918 quick sign up before binance closes registration,thinking_face,thinking_face,rolling_on_the_floor_laughing
as long as you save room for dessert,weary_face,rolling_on_the_floor_laughing,folded_hands
theres actually one or two which you dont have to tho,thinking_face,thinking_face,person_facepalming
i love seeing my designs come to life,folded_hands,folded_hands,rolling_on_the_floor_laughing
idc how madstubborn i may act snatch my lil ass amp love me cause thats all i want,weary_face,weary_face,person_facepalming
sometimes you gotta let people do what they wanna do so you can see what they rather do,thinking_face,thinking_face,person_facepalming
im saying,weary_face,rolling_on_the_floor_laughing,person_facepalming
kumara kampana,folded_hands,rolling_on_the_floor_laughing,folded_hands
i miss you too,weary_face,rolling_on_the_floor_laughing,person_facepalming
made a sandwich 10 min ago and been looking for it ever since then,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
to about 2008 i think,thinking_face,thinking_face,person_facepalming
so some people cant play whot too but bambam mentions it and they say shes fake,rolling_on_the_floor_laughing,thinking_face,rolling_on_the_floor_laughing
the whole time i was waiting on somebody to rock her shit,weary_face,person_facepalming,rolling_on_the_floor_laughing
can we nasty clap to anything,thinking_face,rolling_on_the_floor_laughing,folded_hands
if she not your gf why she at ya house,thinking_face,thinking_face,rolling_on_the_floor_laughing
if she not your gf why she at ya house,thinking_face,thinking_face,rolling_on_the_floor_laughing
on me,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
1 hour boxers bandages giveaway how to win,folded_hands,folded_hands,person_facepalming
being in love is so terrifying these days,weary_face,weary_face,folded_hands
rihanna and them damn eyes,weary_face,rolling_on_the_floor_laughing,person_facepalming
when yo bonk gang go wrong,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
you know you cant get over me,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
its this time of the year where im stressed out to the max,weary_face,person_facepalming,folded_hands
lord thank you,folded_hands,folded_hands,rolling_on_the_floor_laughing
the life of a pakk boy,thinking_face,rolling_on_the_floor_laughing,thinking_face
hows that worked out so far this season then,thinking_face,thinking_face,rolling_on_the_floor_laughing
so this happened last night we really gotta stop allowing this,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
thats foul af,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
where have i heard that before,thinking_face,rolling_on_the_floor_laughing,person_facepalming
if u do im beating yo ass,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
is that actually clare balding or in fact james corden notice you never see them together,thinking_face,folded_hands,thinking_face
rip,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
chanyeol tapped baekhyun several times on the other side of the shoulder so it looked like jongdae did it,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,thinking_face
my friends got married today so so magical,weary_face,person_facepalming,folded_hands
share this before it gets mysteriously deleted,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
yes im glad it got to you safely enjoy,folded_hands,folded_hands,rolling_on_the_floor_laughing
i got a baby daddy we just aint had the baby yet,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
who did this,weary_face,rolling_on_the_floor_laughing,person_facepalming
bitches be dumb behind these niggas,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
tae tae is still trending worldwide with over 932000 tweets,folded_hands,folded_hands,rolling_on_the_floor_laughing
it only took 4 starters being hurt and out to do so,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
all praise to the most high bless up,folded_hands,folded_hands,person_facepalming
make this reach please,folded_hands,rolling_on_the_floor_laughing,folded_hands
follow everyone who retweets this,folded_hands,rolling_on_the_floor_laughing,folded_hands
there was literally never a dull moment when i was around drae nothing but good memories and funny stories ill truly miss you man,folded_hands,rolling_on_the_floor_laughing,person_facepalming
are yall thinking what im thinking,thinking_face,thinking_face,rolling_on_the_floor_laughing
repost artselect by mediarepost whats going on here,thinking_face,rolling_on_the_floor_laughing,folded_hands
i swear the hardest advice to take is your own honestly,person_facepalming,person_facepalming,weary_face
on some real shit this how rihanna and chris brown were with each other yet he took all the backlash,person_facepalming,weary_face,thinking_face
thats what some of these females drink im convinced,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
amp im grateful i was able to make it through amp end this week without going into cardiac arrest,folded_hands,folded_hands,weary_face
200 300 pm kst 1 71k 2 g 518k widen the gap armys,folded_hands,folded_hands,rolling_on_the_floor_laughing
gotta think dez will look into playing for nyg philly or washso he can play cowboys twice,thinking_face,thinking_face,rolling_on_the_floor_laughing
the left will always win dude was a fake obgyn and somehow hired and employed an entire office staff,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,folded_hands
when people either dont be their true selves or somebody does the most so they can look like they the shit,person_facepalming,thinking_face,person_facepalming
kenya called kims kids bay bay kids,weary_face,person_facepalming,thinking_face
dryreal dry,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
they said theyre not babysitting tonight,weary_face,rolling_on_the_floor_laughing,person_facepalming
you can have fun with every living thing,folded_hands,rolling_on_the_floor_laughing,folded_hands
i so love this on miracle i need 500 rts asap from you guys to win this pls help me win,folded_hands,folded_hands,weary_face
i sent oscar a gif and he didnt reply with one back,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
i really wanna do something different with my hair but im not sure what,weary_face,thinking_face,weary_face
you are beautiful you are strong you are worth it always remember that,folded_hands,folded_hands,thinking_face
yall dont even know what to do w a girl thats solid,weary_face,rolling_on_the_floor_laughing,person_facepalming
im like real life starving,weary_face,rolling_on_the_floor_laughing,person_facepalming
i thought itd be cool to show off my dogs athleticism until i realized he had no self control,person_facepalming,person_facepalming,thinking_face
really debating on getting another frontal installed,thinking_face,thinking_face,rolling_on_the_floor_laughing
laying on a nigga chest and sleeping in his arms be so relaxing,weary_face,weary_face,person_facepalming
when they realize this aint your first time,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
i know this comes out of nowwhere but how long does the hi touch take i have to catch my train at the same day,weary_face,thinking_face,rolling_on_the_floor_laughing
dont know much about this group,thinking_face,rolling_on_the_floor_laughing,person_facepalming
look ay how angry moomin is,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
will this become a problem again at some point,thinking_face,person_facepalming,thinking_face
my baby should be sleep but hes been listening to the gummi bear song over amp over,weary_face,person_facepalming,weary_face
ooo baby im in heaven,weary_face,rolling_on_the_floor_laughing,person_facepalming
when all the broskis are still hungover as fuck at 6 from the night before and i worked all day,thinking_face,person_facepalming,rolling_on_the_floor_laughing
if yall woulda heard what i said right after that i would be fined right now lol it was straight facts tho smh,person_facepalming,person_facepalming,weary_face
if this isnt me,thinking_face,rolling_on_the_floor_laughing,person_facepalming
its be so pointless texting people now days,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
contribution is not great thing taking care of whole thing is matter,folded_hands,folded_hands,rolling_on_the_floor_laughing
my lips are cracking and it hurts really bad,weary_face,rolling_on_the_floor_laughing,person_facepalming
please help man needs his boat,folded_hands,folded_hands,weary_face
depends are for ultras,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
might just take a lil trip tomorrow,thinking_face,rolling_on_the_floor_laughing,person_facepalming
all im thinking about in class rn is having a vodka red bull,weary_face,person_facepalming,thinking_face
rt this and in 5 minutes good luck will come,folded_hands,folded_hands,weary_face
i just ask my mom and she really thought for a second then said uhhh 200 pounds of bricks i just looked at her,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
guess who made the team,folded_hands,rolling_on_the_floor_laughing,person_facepalming
byeee seoul see you on tuesday take care of the boys van 부탁해용,folded_hands,rolling_on_the_floor_laughing,folded_hands
college is a scam,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
i really dont understand,weary_face,rolling_on_the_floor_laughing,person_facepalming
fml one of my aunts just added me on snapchat,person_facepalming,person_facepalming,weary_face
i always go in looking for two items come out with three shopping bags full of hair products and make up,person_facepalming,weary_face,thinking_face
us girls find out everything on accident and on purpose,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
i was accepted to go to now i have to figure out if all my ducks are in a row so i can actually attend,thinking_face,thinking_face,rolling_on_the_floor_laughing
good morning to single people only youre loved and appreciated,folded_hands,folded_hands,rolling_on_the_floor_laughing
i cant fw someone that has a bad sense of humor lmao like we gotta be able to geek,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
me realizing im actually fat lmao the smack in the end,weary_face,weary_face,person_facepalming
tinder for farmers,thinking_face,rolling_on_the_floor_laughing,person_facepalming
this 9 sale is a must go spoil yourself ladies,weary_face,weary_face,rolling_on_the_floor_laughing
jheeez literally gives me goosebumps every time,weary_face,rolling_on_the_floor_laughing,folded_hands
xxl freshman 2018 what yall think,thinking_face,rolling_on_the_floor_laughing,person_facepalming
how did i not even hesitate and could read this like it was clear english,person_facepalming,person_facepalming,weary_face
some things i just cant get my head around,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
i cant even sleep my back hurting so bad,weary_face,person_facepalming,weary_face
all praise to the most high bless up,folded_hands,folded_hands,person_facepalming
who better herb or durk,thinking_face,rolling_on_the_floor_laughing,person_facepalming
whos gonna be my beer pong partner tonight lmk,thinking_face,rolling_on_the_floor_laughing,thinking_face
i wish and would come to sydney one day for wrestling my life would be made,folded_hands,weary_face,person_facepalming
how u ugly n petty bitch u got hella nerve,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
nun in the world baby i wouldnt do for you,weary_face,person_facepalming,rolling_on_the_floor_laughing
it really does blow my mind how some girls just completely dismiss the fact that a guy has a girlfriend,thinking_face,thinking_face,person_facepalming
i simply asked him to kill the bug,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
find strength in your weakness,folded_hands,folded_hands,rolling_on_the_floor_laughing
who tryna go vacation with me to wakanda this summer,weary_face,thinking_face,person_facepalming
wow congrats,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
prey for your life,folded_hands,folded_hands,rolling_on_the_floor_laughing
please help rt to look for donors,folded_hands,folded_hands,weary_face
tweeting that youre making moves in silence isnt making moves in silence,person_facepalming,person_facepalming,folded_hands
180401 ig update bobbyindaeyo happy easter,folded_hands,folded_hands,rolling_on_the_floor_laughing
just seen the tweet about your nephew hope hes ok,folded_hands,rolling_on_the_floor_laughing,folded_hands
im such a pleaser it turns me on knowing im turning you on,weary_face,weary_face,person_facepalming
we all wanna be like jongdae,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
tristan thompson the male black chyna lmao,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
you have just described how he ran in the race in 2017,rolling_on_the_floor_laughing,thinking_face,rolling_on_the_floor_laughing
good victory boys happy to score,folded_hands,folded_hands,rolling_on_the_floor_laughing
idk why but that little piece of back that show at the bottom of yall shirt is sexy asf to me,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,thinking_face
im just tryna be there witcha when u perform it,weary_face,person_facepalming,weary_face
i need my ends cut bad,weary_face,person_facepalming,rolling_on_the_floor_laughing
hate a thick bitch that cant twerk,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
and i fucked my back up again,weary_face,person_facepalming,rolling_on_the_floor_laughing
we ran out of days to feature candidates before we ran out of districts,rolling_on_the_floor_laughing,folded_hands,rolling_on_the_floor_laughing
kids these days will never fully appreciate how good ronaldinho in his prime truly was simply incredible,folded_hands,folded_hands,rolling_on_the_floor_laughing
all praise to the most high bless up,folded_hands,folded_hands,person_facepalming
i guess jonathan moyo thinks the people of zimbabwe marched against mugabe because they wanted to exercise,thinking_face,thinking_face,rolling_on_the_floor_laughing
i just really need some food from local boys in my life,weary_face,person_facepalming,weary_face
made his brother cry after him for not going to,weary_face,folded_hands,rolling_on_the_floor_laughing
watch the first episode of at 830 pm on today,folded_hands,person_facepalming,folded_hands
rts,folded_hands,rolling_on_the_floor_laughing,person_facepalming
i hate hate hateee when people see me with headphones in amp still try to talk to me,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
bounty hunters done orlando brown dirty they even called him the nword,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
you were in wayfair,thinking_face,rolling_on_the_floor_laughing,person_facepalming
if you want her to ride your dick like this,weary_face,thinking_face,rolling_on_the_floor_laughing
wanna make 5000 this week,thinking_face,rolling_on_the_floor_laughing,person_facepalming
he gotta be the funniest man out rn,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
i pray to become the person that i long to be,folded_hands,folded_hands,person_facepalming
fandom names,thinking_face,rolling_on_the_floor_laughing,person_facepalming
head in the clouds dreaming of cruise x,thinking_face,folded_hands,rolling_on_the_floor_laughing
genuinely wish i could sit on my own face,weary_face,person_facepalming,weary_face
what purple shampoo do you use mine doesnt even get anywhere near that purple,weary_face,thinking_face,person_facepalming
how do liverpool solve their halftime conundrum perhaps can help,thinking_face,thinking_face,rolling_on_the_floor_laughing
fake followers donated how much,thinking_face,rolling_on_the_floor_laughing,person_facepalming
you still talking even after the crown,thinking_face,person_facepalming,rolling_on_the_floor_laughing
then making it hotter and hotter as time goes by,weary_face,weary_face,person_facepalming
i still dont get it why some people would go on national tv to discuss their private affairs,thinking_face,thinking_face,person_facepalming
i wonder if mayari is in the same place where ganda is now,thinking_face,thinking_face,rolling_on_the_floor_laughing
someone has had a beer,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
i have the worst habit of looking at things that will upsetannoy me,person_facepalming,person_facepalming,weary_face
just in anc branches want to remove ramaphosa,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,thinking_face
dont even put me in the game,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
been up since 530 streaming at 630pm,folded_hands,person_facepalming,rolling_on_the_floor_laughing
those of you that have stopped wearing bra this message is for you,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
please help report posting hates to boo to twitter and pledis,folded_hands,person_facepalming,folded_hands
never be too busy to pray,folded_hands,person_facepalming,folded_hands
karl pilkington needs to do a new series of an idiot abroad asap,folded_hands,person_facepalming,thinking_face
come register wit us to pass all twitter questionsour candidates get over 300,folded_hands,folded_hands,rolling_on_the_floor_laughing
with the hoodie,folded_hands,rolling_on_the_floor_laughing,person_facepalming
tag for todays trend is 1year of megahit si3 rt amp share,folded_hands,folded_hands,rolling_on_the_floor_laughing
not a fan of this snow i need my shoes cleaning and i need a hot soak and a massage,thinking_face,weary_face,person_facepalming
i have questions why is the wh silent on nazi terrorism,thinking_face,thinking_face,person_facepalming
the biggest l i took was thinking a mf gave a fuck about me,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
disrespectful to not include carlos martinez in this group of pitchers theres 11 ks through 7 for ya,person_facepalming,thinking_face,folded_hands
fenna be ass tired,weary_face,rolling_on_the_floor_laughing,person_facepalming
just thinking how quiet she is,thinking_face,rolling_on_the_floor_laughing,thinking_face
it is a land of tawheed,thinking_face,rolling_on_the_floor_laughing,person_facepalming
when yall gonna drop that mood swings weve been wanting for a while now,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
should of copped a hatch instead of sedan so i can do this,thinking_face,folded_hands,rolling_on_the_floor_laughing
back to uni means back to 9am starts and i seriously dont think i can hack the 630am alarms,weary_face,weary_face,person_facepalming
who all going to tn,thinking_face,rolling_on_the_floor_laughing,person_facepalming
i got so many phone calls while i was sleep,weary_face,person_facepalming,weary_face
you dont say,thinking_face,rolling_on_the_floor_laughing,person_facepalming
i thought itd be cool to show off my dogs athleticism until i realized he had no self control,person_facepalming,person_facepalming,thinking_face
im remembering this queen of translations lt3 and ahh okay omg someday well make this happen,weary_face,folded_hands,weary_face
180324 kris wu weibo update for the content below dont try this if you arent a professional,thinking_face,thinking_face,folded_hands
8th grade is beyond stressful i just cant,weary_face,weary_face,folded_hands
i wish aunties are forever,weary_face,person_facepalming,rolling_on_the_floor_laughing
well well well,thinking_face,rolling_on_the_floor_laughing,person_facepalming
more than ready mom,weary_face,rolling_on_the_floor_laughing,person_facepalming
its the wrong time to be trying to get sick,weary_face,person_facepalming,rolling_on_the_floor_laughing
john legend needs to hurry up and sign this dog,weary_face,weary_face,folded_hands
nigga is not blind lmao,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
